season,round,race_name,event_date,country,location,circuit,driver_id,driver_code,driver_number,driver,constructor,grid,finish_position,classified_position,status,points,podium,points_finish
2019,2,Bahrain Grand Prix,2019-03-31,Bahrain,Sakhir,Bahrain International Circuit,kubica,KUB,88,Robert Kubica,Williams,20,16,16,+2 Laps,0.0,0,0
2019,2,Bahrain Grand Prix,2019-03-31,Bahrain,Sakhir,Bahrain International Circuit,hulkenberg,HUL,27,Nico Hülkenberg,Renault,17,17,R,Engine,0.0,0,0
2019,2,Bahrain Grand Prix,2019-03-31,Bahrain,Sakhir,Bahrain International Circuit,ricciardo,RIC,3,Daniel Ricciardo,Renault,10,18,R,Out of fuel,0.0,0,0
2019,2,Bahrain Grand Prix,2019-03-31,Bahrain,Sakhir,Bahrain International Circuit,sainz,SAI,55,Carlos Sainz,McLaren,7,19,R,Collision damage,0.0,0,0
2019,2,Bahrain Grand Prix,2019-03-31,Bahrain,Sakhir,Bahrain International Circuit,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,11,20,R,Retired,0.0,0,0
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,hamilton,HAM,44,Lewis Hamilton,Mercedes,2,1,1,Finished,25.0,1,1
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,bottas,BOT,77,Valtteri Bottas,Mercedes,1,2,2,Finished,18.0,1,1
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,vettel,VET,5,Sebastian Vettel,Ferrari,3,3,3,Finished,15.0,1,1
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,max_verstappen,VER,33,Max Verstappen,Red Bull,5,4,4,Finished,12.0,0,1
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,leclerc,LEC,16,Charles Leclerc,Ferrari,4,5,5,Finished,10.0,0,1
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,gasly,GAS,10,Pierre Gasly,Red Bull,6,6,6,Finished,9.0,0,1
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,ricciardo,RIC,3,Daniel Ricciardo,Renault,7,7,7,+1 Lap,6.0,0,1
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,perez,PER,11,Sergio Pérez,Racing Point,12,8,8,+1 Lap,4.0,0,1
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,13,9,9,+1 Lap,2.0,0,1
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,albon,ALB,23,Alexander Albon,Toro Rosso,0,10,10,+1 Lap,1.0,0,1
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,10,11,11,+1 Lap,0.0,0,0
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,stroll,STR,18,Lance Stroll,Racing Point,16,12,12,+1 Lap,0.0,0,0
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,9,13,13,+1 Lap,0.0,0,0
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,sainz,SAI,55,Carlos Sainz,McLaren,14,14,14,+1 Lap,0.0,0,0
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,19,15,15,+1 Lap,0.0,0,0
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,russell,RUS,63,George Russell,Williams,17,16,16,+2 Laps,0.0,0,0
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,kubica,KUB,88,Robert Kubica,Williams,18,17,17,+2 Laps,0.0,0,0
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,norris,NOR,4,Lando Norris,McLaren,15,18,18,Collision,0.0,0,0
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,11,19,R,Collision,0.0,0,0
2019,3,Chinese Grand Prix,2019-04-14,China,Shanghai,Shanghai International Circuit,hulkenberg,HUL,27,Nico Hülkenberg,Renault,8,20,R,Power Unit,0.0,0,0
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,bottas,BOT,77,Valtteri Bottas,Mercedes,1,1,1,Finished,25.0,1,1
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,hamilton,HAM,44,Lewis Hamilton,Mercedes,2,2,2,Finished,18.0,1,1
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,vettel,VET,5,Sebastian Vettel,Ferrari,3,3,3,Finished,15.0,1,1
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,max_verstappen,VER,33,Max Verstappen,Red Bull,4,4,4,Finished,12.0,0,1
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,leclerc,LEC,16,Charles Leclerc,Ferrari,8,5,5,Finished,11.0,0,1
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,perez,PER,11,Sergio Pérez,Racing Point,5,6,6,Finished,8.0,0,1
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,sainz,SAI,55,Carlos Sainz,McLaren,9,7,7,Finished,6.0,0,1
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,norris,NOR,4,Lando Norris,McLaren,7,8,8,Finished,4.0,0,1
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,stroll,STR,18,Lance Stroll,Racing Point,13,9,9,Finished,2.0,0,1
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,0,10,10,+1 Lap,1.0,0,1
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,albon,ALB,23,Alexander Albon,Toro Rosso,11,11,11,+1 Lap,0.0,0,0
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,17,12,12,+1 Lap,0.0,0,0
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,12,13,13,+1 Lap,0.0,0,0
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,hulkenberg,HUL,27,Nico Hülkenberg,Renault,15,14,14,+1 Lap,0.0,0,0
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,russell,RUS,63,George Russell,Williams,16,15,15,+2 Laps,0.0,0,0
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,kubica,KUB,88,Robert Kubica,Williams,0,16,16,+2 Laps,0.0,0,0
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,gasly,GAS,10,Pierre Gasly,Red Bull,0,17,R,Transmission,0.0,0,0
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,14,18,R,Brakes,0.0,0,0
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,6,19,R,Collision,0.0,0,0
2019,4,Azerbaijan Grand Prix,2019-04-28,Azerbaijan,Baku,Baku City Circuit,ricciardo,RIC,3,Daniel Ricciardo,Renault,10,20,R,Collision,0.0,0,0
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,hamilton,HAM,44,Lewis Hamilton,Mercedes,2,1,1,Finished,26.0,1,1
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,bottas,BOT,77,Valtteri Bottas,Mercedes,1,2,2,Finished,18.0,1,1
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,max_verstappen,VER,33,Max Verstappen,Red Bull,4,3,3,Finished,15.0,1,1
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,vettel,VET,5,Sebastian Vettel,Ferrari,3,4,4,Finished,12.0,0,1
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,leclerc,LEC,16,Charles Leclerc,Ferrari,5,5,5,Finished,10.0,0,1
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,gasly,GAS,10,Pierre Gasly,Red Bull,6,6,6,Finished,8.0,0,1
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,8,7,7,Finished,6.0,0,1
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,sainz,SAI,55,Carlos Sainz,McLaren,12,8,8,Finished,4.0,0,1
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,9,9,9,Finished,2.0,0,1
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,7,10,10,Finished,1.0,0,1
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,albon,ALB,23,Alexander Albon,Toro Rosso,11,11,11,Finished,0.0,0,0
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,ricciardo,RIC,3,Daniel Ricciardo,Renault,13,12,12,Finished,0.0,0,0
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,hulkenberg,HUL,27,Nico Hülkenberg,Renault,0,13,13,Finished,0.0,0,0
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,14,14,14,Finished,0.0,0,0
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,perez,PER,11,Sergio Pérez,Racing Point,15,15,15,Finished,0.0,0,0
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,18,16,16,Finished,0.0,0,0
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,russell,RUS,63,George Russell,Williams,19,17,17,+1 Lap,0.0,0,0
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,kubica,KUB,88,Robert Kubica,Williams,17,18,18,+1 Lap,0.0,0,0
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,stroll,STR,18,Lance Stroll,Racing Point,16,19,R,Collision,0.0,0,0
2019,5,Spanish Grand Prix,2019-05-12,Spain,Barcelona,Circuit de Barcelona-Catalunya,norris,NOR,4,Lando Norris,McLaren,10,20,R,Collision,0.0,0,0
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,hamilton,HAM,44,Lewis Hamilton,Mercedes,1,1,1,Finished,25.0,1,1
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,vettel,VET,5,Sebastian Vettel,Ferrari,4,2,2,Finished,18.0,1,1
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,bottas,BOT,77,Valtteri Bottas,Mercedes,2,3,3,Finished,15.0,1,1
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,max_verstappen,VER,33,Max Verstappen,Red Bull,3,4,4,Finished,12.0,0,1
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,gasly,GAS,10,Pierre Gasly,Red Bull,8,5,5,Finished,11.0,0,1
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,sainz,SAI,55,Carlos Sainz,McLaren,9,6,6,Finished,8.0,0,1
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,7,7,7,Finished,6.0,0,1
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,albon,ALB,23,Alexander Albon,Toro Rosso,10,8,8,Finished,4.0,0,1
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,ricciardo,RIC,3,Daniel Ricciardo,Renault,6,9,9,Finished,2.0,0,1
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,13,10,10,Finished,1.0,0,1
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,norris,NOR,4,Lando Norris,McLaren,12,11,11,Finished,0.0,0,0
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,perez,PER,11,Sergio Pérez,Racing Point,16,12,12,+1 Lap,0.0,0,0
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,hulkenberg,HUL,27,Nico Hülkenberg,Renault,11,13,13,+1 Lap,0.0,0,0
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,5,14,14,+1 Lap,0.0,0,0
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,russell,RUS,63,George Russell,Williams,19,15,15,+1 Lap,0.0,0,0
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,stroll,STR,18,Lance Stroll,Racing Point,17,16,16,+1 Lap,0.0,0,0
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,14,17,17,+1 Lap,0.0,0,0
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,kubica,KUB,88,Robert Kubica,Williams,20,18,18,+1 Lap,0.0,0,0
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,18,19,19,+2 Laps,0.0,0,0
2019,6,Monaco Grand Prix,2019-05-26,Monaco,Monte Carlo,Circuit de Monaco,leclerc,LEC,16,Charles Leclerc,Ferrari,15,20,R,Collision,0.0,0,0
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,hamilton,HAM,44,Lewis Hamilton,Mercedes,2,1,1,Finished,25.0,1,1
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,vettel,VET,5,Sebastian Vettel,Ferrari,1,2,2,Finished,18.0,1,1
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,leclerc,LEC,16,Charles Leclerc,Ferrari,3,3,3,Finished,15.0,1,1
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,bottas,BOT,77,Valtteri Bottas,Mercedes,6,4,4,Finished,13.0,0,1
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,max_verstappen,VER,33,Max Verstappen,Red Bull,9,5,5,Finished,10.0,0,1
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,ricciardo,RIC,3,Daniel Ricciardo,Renault,4,6,6,+1 Lap,8.0,0,1
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,hulkenberg,HUL,27,Nico Hülkenberg,Renault,7,7,7,+1 Lap,6.0,0,1
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,gasly,GAS,10,Pierre Gasly,Red Bull,5,8,8,+1 Lap,4.0,0,1
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,stroll,STR,18,Lance Stroll,Racing Point,17,9,9,+1 Lap,2.0,0,1
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,10,10,10,+1 Lap,1.0,0,1
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,sainz,SAI,55,Carlos Sainz,McLaren,11,11,11,+1 Lap,0.0,0,0
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,perez,PER,11,Sergio Pérez,Racing Point,15,12,12,+1 Lap,0.0,0,0
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,12,13,13,+1 Lap,0.0,0,0
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,14,14,14,+1 Lap,0.0,0,0
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,16,15,15,+1 Lap,0.0,0,0
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,russell,RUS,63,George Russell,Williams,18,16,16,+2 Laps,0.0,0,0
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,0,17,17,+2 Laps,0.0,0,0
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,kubica,KUB,88,Robert Kubica,Williams,19,18,18,+3 Laps,0.0,0,0
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,albon,ALB,23,Alexander Albon,Toro Rosso,13,19,R,Collision damage,0.0,0,0
2019,7,Canadian Grand Prix,2019-06-09,Canada,Montreal,Circuit Gilles Villeneuve,norris,NOR,4,Lando Norris,McLaren,8,20,R,Suspension,0.0,0,0
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,hamilton,HAM,44,Lewis Hamilton,Mercedes,1,1,1,Finished,25.0,1,1
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,bottas,BOT,77,Valtteri Bottas,Mercedes,2,2,2,Finished,18.0,1,1
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,leclerc,LEC,16,Charles Leclerc,Ferrari,3,3,3,Finished,15.0,1,1
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,max_verstappen,VER,33,Max Verstappen,Red Bull,4,4,4,Finished,12.0,0,1
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,vettel,VET,5,Sebastian Vettel,Ferrari,7,5,5,Finished,11.0,0,1
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,sainz,SAI,55,Carlos Sainz,McLaren,6,6,6,Finished,8.0,0,1
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,12,7,7,+1 Lap,6.0,0,1
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,hulkenberg,HUL,27,Nico Hülkenberg,Renault,13,8,8,+1 Lap,4.0,0,1
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,norris,NOR,4,Lando Norris,McLaren,5,9,9,+1 Lap,2.0,0,1
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,gasly,GAS,10,Pierre Gasly,Red Bull,9,10,10,+1 Lap,1.0,0,1
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,ricciardo,RIC,3,Daniel Ricciardo,Renault,8,11,11,+1 Lap,0.0,0,0
