season,round,race_name,event_date,country,location,circuit,driver_id,driver_code,driver_number,driver,constructor,grid,finish_position,classified_position,status,points,podium,points_finish
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,perez,PER,11,Sergio Pérez,Racing Point,14,12,12,+1 Lap,0.0,0,0
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,stroll,STR,18,Lance Stroll,Racing Point,17,13,13,+1 Lap,0.0,0,0
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,19,14,14,+1 Lap,0.0,0,0
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,albon,ALB,23,Alexander Albon,Toro Rosso,11,15,15,+1 Lap,0.0,0,0
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,10,16,16,+1 Lap,0.0,0,0
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,15,17,17,+1 Lap,0.0,0,0
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,kubica,KUB,88,Robert Kubica,Williams,18,18,18,+2 Laps,0.0,0,0
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,russell,RUS,63,George Russell,Williams,20,19,19,+2 Laps,0.0,0,0
2019,8,French Grand Prix,2019-06-23,France,Le Castellet,Circuit Paul Ricard,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,16,20,20,Retired,0.0,0,0
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,max_verstappen,VER,33,Max Verstappen,Red Bull,2,1,1,Finished,26.0,1,1
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,leclerc,LEC,16,Charles Leclerc,Ferrari,1,2,2,Finished,18.0,1,1
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,bottas,BOT,77,Valtteri Bottas,Mercedes,3,3,3,Finished,15.0,1,1
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,vettel,VET,5,Sebastian Vettel,Ferrari,9,4,4,Finished,12.0,0,1
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,hamilton,HAM,44,Lewis Hamilton,Mercedes,4,5,5,Finished,10.0,0,1
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,norris,NOR,4,Lando Norris,McLaren,5,6,6,+1 Lap,8.0,0,1
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,gasly,GAS,10,Pierre Gasly,Red Bull,8,7,7,+1 Lap,6.0,0,1
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,sainz,SAI,55,Carlos Sainz,McLaren,19,8,8,+1 Lap,4.0,0,1
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,6,9,9,+1 Lap,2.0,0,1
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,7,10,10,+1 Lap,1.0,0,1
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,perez,PER,11,Sergio Pérez,Racing Point,13,11,11,+1 Lap,0.0,0,0
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,ricciardo,RIC,3,Daniel Ricciardo,Renault,12,12,12,+1 Lap,0.0,0,0
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,hulkenberg,HUL,27,Nico Hülkenberg,Renault,15,13,13,+1 Lap,0.0,0,0
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,stroll,STR,18,Lance Stroll,Racing Point,14,14,14,+1 Lap,0.0,0,0
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,albon,ALB,23,Alexander Albon,Toro Rosso,18,15,15,+1 Lap,0.0,0,0
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,11,16,16,+1 Lap,0.0,0,0
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,16,17,17,+1 Lap,0.0,0,0
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,russell,RUS,63,George Russell,Williams,0,18,18,+2 Laps,0.0,0,0
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,10,19,19,+2 Laps,0.0,0,0
2019,9,Austrian Grand Prix,2019-06-30,Austria,Spielberg,Red Bull Ring,kubica,KUB,88,Robert Kubica,Williams,17,20,20,+3 Laps,0.0,0,0
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,hamilton,HAM,44,Lewis Hamilton,Mercedes,2,1,1,Finished,26.0,1,1
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,bottas,BOT,77,Valtteri Bottas,Mercedes,1,2,2,Finished,18.0,1,1
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,leclerc,LEC,16,Charles Leclerc,Ferrari,3,3,3,Finished,15.0,1,1
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,gasly,GAS,10,Pierre Gasly,Red Bull,5,4,4,Finished,12.0,0,1
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,max_verstappen,VER,33,Max Verstappen,Red Bull,4,5,5,Finished,10.0,0,1
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,sainz,SAI,55,Carlos Sainz,McLaren,13,6,6,Finished,8.0,0,1
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,ricciardo,RIC,3,Daniel Ricciardo,Renault,7,7,7,Finished,6.0,0,1
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,12,8,8,Finished,4.0,0,1
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,17,9,9,Finished,2.0,0,1
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,hulkenberg,HUL,27,Nico Hülkenberg,Renault,10,10,10,Finished,1.0,0,1
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,norris,NOR,4,Lando Norris,McLaren,8,11,11,Finished,0.0,0,0
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,albon,ALB,23,Alexander Albon,Toro Rosso,9,12,12,Finished,0.0,0,0
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,stroll,STR,18,Lance Stroll,Racing Point,18,13,13,Finished,0.0,0,0
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,russell,RUS,63,George Russell,Williams,19,14,14,+1 Lap,0.0,0,0
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,kubica,KUB,88,Robert Kubica,Williams,20,15,15,+1 Lap,0.0,0,0
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,vettel,VET,5,Sebastian Vettel,Ferrari,6,16,16,+1 Lap,0.0,0,0
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,perez,PER,11,Sergio Pérez,Racing Point,15,17,17,+1 Lap,0.0,0,0
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,11,18,R,Spun off,0.0,0,0
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,14,19,R,Collision,0.0,0,0
2019,10,British Grand Prix,2019-07-14,UK,Silverstone,Silverstone Circuit,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,16,20,R,Collision,0.0,0,0
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,max_verstappen,VER,33,Max Verstappen,Red Bull,2,1,1,Finished,26.0,1,1
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,vettel,VET,5,Sebastian Vettel,Ferrari,20,2,2,Finished,18.0,1,1
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,14,3,3,Finished,15.0,1,1
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,stroll,STR,18,Lance Stroll,Racing Point,15,4,4,Finished,12.0,0,1
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,sainz,SAI,55,Carlos Sainz,McLaren,7,5,5,Finished,10.0,0,1
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,albon,ALB,23,Alexander Albon,Toro Rosso,16,6,6,Finished,8.0,0,1
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,6,7,7,Finished,6.0,0,1
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,12,8,8,Finished,4.0,0,1
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,hamilton,HAM,44,Lewis Hamilton,Mercedes,1,9,9,Finished,2.0,0,1
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,kubica,KUB,88,Robert Kubica,Williams,18,10,10,Finished,1.0,0,1
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,russell,RUS,63,George Russell,Williams,17,11,11,Finished,0.0,0,0
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,5,12,12,Finished,0.0,0,0
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,11,13,13,Finished,0.0,0,0
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,gasly,GAS,10,Pierre Gasly,Red Bull,4,14,14,Collision,0.0,0,0
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,bottas,BOT,77,Valtteri Bottas,Mercedes,3,15,R,Accident,0.0,0,0
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,hulkenberg,HUL,27,Nico Hülkenberg,Renault,9,16,R,Accident,0.0,0,0
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,leclerc,LEC,16,Charles Leclerc,Ferrari,10,17,R,Accident,0.0,0,0
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,norris,NOR,4,Lando Norris,McLaren,19,18,R,Power loss,0.0,0,0
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,ricciardo,RIC,3,Daniel Ricciardo,Renault,13,19,R,Exhaust,0.0,0,0
2019,11,German Grand Prix,2019-07-28,Germany,Hockenheim,Hockenheimring,perez,PER,11,Sergio Pérez,Racing Point,8,20,R,Spun off,0.0,0,0
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,hamilton,HAM,44,Lewis Hamilton,Mercedes,3,1,1,Finished,25.0,1,1
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,max_verstappen,VER,33,Max Verstappen,Red Bull,1,2,2,Finished,19.0,1,1
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,vettel,VET,5,Sebastian Vettel,Ferrari,5,3,3,Finished,15.0,1,1
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,leclerc,LEC,16,Charles Leclerc,Ferrari,4,4,4,Finished,12.0,0,1
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,sainz,SAI,55,Carlos Sainz,McLaren,8,5,5,+1 Lap,10.0,0,1
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,gasly,GAS,10,Pierre Gasly,Red Bull,6,6,6,+1 Lap,8.0,0,1
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,10,7,7,+1 Lap,6.0,0,1
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,bottas,BOT,77,Valtteri Bottas,Mercedes,2,8,8,+1 Lap,4.0,0,1
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,norris,NOR,4,Lando Norris,McLaren,7,9,9,+1 Lap,2.0,0,1
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,albon,ALB,23,Alexander Albon,Toro Rosso,12,10,10,+1 Lap,1.0,0,1
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,perez,PER,11,Sergio Pérez,Racing Point,16,11,11,+1 Lap,0.0,0,0
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,hulkenberg,HUL,27,Nico Hülkenberg,Renault,11,12,12,+1 Lap,0.0,0,0
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,14,13,13,+1 Lap,0.0,0,0
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,ricciardo,RIC,3,Daniel Ricciardo,Renault,20,14,14,+1 Lap,0.0,0,0
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,13,15,15,+2 Laps,0.0,0,0
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,russell,RUS,63,George Russell,Williams,15,16,16,+2 Laps,0.0,0,0
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,stroll,STR,18,Lance Stroll,Racing Point,18,17,17,+2 Laps,0.0,0,0
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,17,18,18,+2 Laps,0.0,0,0
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,kubica,KUB,88,Robert Kubica,Williams,19,19,19,+3 Laps,0.0,0,0
2019,12,Hungarian Grand Prix,2019-08-04,Hungary,Budapest,Hungaroring,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,9,20,R,Water pressure,0.0,0,0
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,leclerc,LEC,16,Charles Leclerc,Ferrari,1,1,1,Finished,25.0,1,1
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,hamilton,HAM,44,Lewis Hamilton,Mercedes,3,2,2,Finished,18.0,1,1
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,bottas,BOT,77,Valtteri Bottas,Mercedes,4,3,3,Finished,15.0,1,1
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,vettel,VET,5,Sebastian Vettel,Ferrari,2,4,4,Finished,13.0,0,1
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,albon,ALB,23,Alexander Albon,Red Bull,17,5,5,Finished,10.0,0,1
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,perez,PER,11,Sergio Pérez,Racing Point,7,6,6,Finished,8.0,0,1
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,19,7,7,Finished,6.0,0,1
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,hulkenberg,HUL,27,Nico Hülkenberg,Renault,12,8,8,Finished,4.0,0,1
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,gasly,GAS,10,Pierre Gasly,Toro Rosso,13,9,9,Finished,2.0,0,1
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,stroll,STR,18,Lance Stroll,Racing Point,16,10,10,Finished,1.0,0,1
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,norris,NOR,4,Lando Norris,McLaren,11,11,11,Engine,0.0,0,0
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,8,12,12,+1 Lap,0.0,0,0
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,9,13,13,+1 Lap,0.0,0,0
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,ricciardo,RIC,3,Daniel Ricciardo,Renault,10,14,14,+1 Lap,0.0,0,0
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,russell,RUS,63,George Russell,Williams,14,15,15,+1 Lap,0.0,0,0
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,6,16,16,+1 Lap,0.0,0,0
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,kubica,KUB,88,Robert Kubica,Williams,0,17,17,+1 Lap,0.0,0,0
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,18,18,18,Accident,0.0,0,0
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,sainz,SAI,55,Carlos Sainz,McLaren,15,19,R,Power loss,0.0,0,0
2019,13,Belgian Grand Prix,2019-09-01,Belgium,Spa,Circuit de Spa-Francorchamps,max_verstappen,VER,33,Max Verstappen,Red Bull,5,20,R,Accident,0.0,0,0
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,leclerc,LEC,16,Charles Leclerc,Ferrari,1,1,1,Finished,25.0,1,1
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,bottas,BOT,77,Valtteri Bottas,Mercedes,3,2,2,Finished,18.0,1,1
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,hamilton,HAM,44,Lewis Hamilton,Mercedes,2,3,3,Finished,16.0,1,1
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,ricciardo,RIC,3,Daniel Ricciardo,Renault,5,4,4,Finished,12.0,0,1
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,hulkenberg,HUL,27,Nico Hülkenberg,Renault,6,5,5,Finished,10.0,0,1
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,albon,ALB,23,Alexander Albon,Red Bull,8,6,6,Finished,8.0,0,1
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,perez,PER,11,Sergio Pérez,Racing Point,18,7,7,Finished,6.0,0,1
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,max_verstappen,VER,33,Max Verstappen,Red Bull,19,8,8,Finished,4.0,0,1
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,10,9,9,+1 Lap,2.0,0,1
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,norris,NOR,4,Lando Norris,McLaren,16,10,10,+1 Lap,1.0,0,1
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,gasly,GAS,10,Pierre Gasly,Toro Rosso,17,11,11,+1 Lap,0.0,0,0
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,stroll,STR,18,Lance Stroll,Racing Point,9,12,12,+1 Lap,0.0,0,0
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,vettel,VET,5,Sebastian Vettel,Ferrari,4,13,13,+1 Lap,0.0,0,0
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,russell,RUS,63,George Russell,Williams,14,14,14,+1 Lap,0.0,0,0
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,0,15,15,+1 Lap,0.0,0,0
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,13,16,16,+1 Lap,0.0,0,0
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,kubica,KUB,88,Robert Kubica,Williams,15,17,17,+2 Laps,0.0,0,0
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,11,18,R,Hydraulics,0.0,0,0
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,12,19,R,Engine,0.0,0,0
2019,14,Italian Grand Prix,2019-09-08,Italy,Monza,Autodromo Nazionale di Monza,sainz,SAI,55,Carlos Sainz,McLaren,7,20,R,Wheel,0.0,0,0
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,vettel,VET,5,Sebastian Vettel,Ferrari,3,1,1,Finished,25.0,1,1
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,leclerc,LEC,16,Charles Leclerc,Ferrari,1,2,2,Finished,18.0,1,1
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,max_verstappen,VER,33,Max Verstappen,Red Bull,4,3,3,Finished,15.0,1,1
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,hamilton,HAM,44,Lewis Hamilton,Mercedes,2,4,4,Finished,12.0,0,1
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,bottas,BOT,77,Valtteri Bottas,Mercedes,5,5,5,Finished,10.0,0,1
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,albon,ALB,23,Alexander Albon,Red Bull,6,6,6,Finished,8.0,0,1
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,norris,NOR,4,Lando Norris,McLaren,9,7,7,Finished,6.0,0,1
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,gasly,GAS,10,Pierre Gasly,Toro Rosso,11,8,8,Finished,4.0,0,1
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,hulkenberg,HUL,27,Nico Hülkenberg,Renault,8,9,9,Finished,2.0,0,1
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,giovinazzi,GIO,99,Antonio Giovinazzi,Alfa Romeo,10,10,10,Finished,1.0,0,1
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,grosjean,GRO,8,Romain Grosjean,Haas F1 Team,17,11,11,Finished,0.0,0,0
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,sainz,SAI,55,Carlos Sainz,McLaren,7,12,12,Finished,0.0,0,0
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,stroll,STR,18,Lance Stroll,Racing Point,16,13,13,Finished,0.0,0,0
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,ricciardo,RIC,3,Daniel Ricciardo,Renault,20,14,14,Finished,0.0,0,0
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,kvyat,KVY,26,Daniil Kvyat,Toro Rosso,14,15,15,Finished,0.0,0,0
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,kubica,KUB,88,Robert Kubica,Williams,19,16,16,Finished,0.0,0,0
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,kevin_magnussen,MAG,20,Kevin Magnussen,Haas F1 Team,13,17,17,Finished,0.0,0,0
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,raikkonen,RAI,7,Kimi Räikkönen,Alfa Romeo,12,18,R,Collision,0.0,0,0
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,perez,PER,11,Sergio Pérez,Racing Point,15,19,R,Engine,0.0,0,0
2019,15,Singapore Grand Prix,2019-09-22,Singapore,Marina Bay,Marina Bay Street Circuit,russell,RUS,63,George Russell,Williams,18,20,R,Collision,0.0,0,0
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,hamilton,HAM,44,Lewis Hamilton,Mercedes,2,1,1,Finished,26.0,1,1
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,bottas,BOT,77,Valtteri Bottas,Mercedes,4,2,2,Finished,18.0,1,1
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,leclerc,LEC,16,Charles Leclerc,Ferrari,1,3,3,Finished,15.0,1,1
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,max_verstappen,VER,33,Max Verstappen,Red Bull,9,4,4,Finished,12.0,0,1
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,albon,ALB,23,Alexander Albon,Red Bull,0,5,5,Finished,10.0,0,1
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,sainz,SAI,55,Carlos Sainz,McLaren,5,6,6,Finished,8.0,0,1
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,perez,PER,11,Sergio Pérez,Racing Point,11,7,7,Finished,6.0,0,1
2019,16,Russian Grand Prix,2019-09-29,Russia,Sochi,Sochi Autodrom,norris,NOR,4,Lando Norris,McLaren,7,8,8,Finished,4.0,0,1
